Kind,Name,SumEssential,SumCyclomaticStrict,SumCyclomaticModified,SumCyclomatic,RatioCommentToCode,PercentLackOfCohesionModified,PercentLackOfCohesion,MinEssentialKnots,MaxNesting,MaxInheritanceTree,MaxEssentialKnots,MaxEssential,MaxCyclomaticStrict,MaxCyclomaticModified,MaxCyclomatic,Knots,Essential,CyclomaticStrict,CyclomaticModified,Cyclomatic,CountStmtExe_Php,CountStmtExe_Javascript,CountStmtExe,CountStmtDecl_Php,CountStmtDecl_Javascript,CountStmtDecl,CountStmt,CountSemicolon,CountPathLog,CountPath,CountOutput,CountLineComment_Php,CountLineComment_Javascript,CountLineComment_Html,CountLineComment,CountLineCodeExe,CountLineCodeDecl,CountLineCode_Php,CountLineCode_Javascript,CountLineCode,CountLineBlank_Php,CountLineBlank_Javascript,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountDeclMethodProtected,CountDeclMethodPrivate,CountDeclMethodDefault,CountDeclMethodAll,CountDeclMethod,CountDeclInstanceVariablePublic,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePrivate,CountDeclInstanceVariable,CountDeclInstanceMethod,CountDeclFunction,CountDeclFile,CountDeclExecutableUnit,CountDeclClassVariable,CountDeclClassMethod,CountDeclClass,CountClassDerived,CountClassCoupledModified,CountClassCoupled,CountClassBase,AvgLineComment,AvgLineCode,AvgLineBlank,AvgLine,AvgEssential,AvgCyclomaticStrict,AvgCyclomaticModified,AvgCyclomatic
Public Method,"CH.ifa.draw.samples.javadraw.BouncingDrawing.add",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,3,,,1,4,2,0,2,3,,,,0,3,1,,,5,,,,1,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.BouncingDrawing.animationStep",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,2,,,2,4,2,0,2,4,,,,0,3,2,,,5,,,,0,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.BouncingDrawing.remove",1,2,2,2,0.00,,,0,1,,0,,,,,1,1,2,2,2,,,3,,,2,5,3,0,2,3,,,,0,4,2,,,6,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.BouncingDrawing.replace",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,3,,,1,4,2,0,2,2,,,,0,3,1,,,5,,,,2,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Class,"CH.ifa.draw.samples.javadraw.FollowURLTool",5,8,8,8,0.19,0,0,,1,2,,3,4,4,4,,,,,,,,14,,,10,24,15,,,,,,,6,21,10,,,31,,,2,,41,,,,4,,0,0,1,14,3,,,,1,3,,,,0,0,,0,3,3,1,2,9,0,11,1,2,2,2
Constructor,"CH.ifa.draw.samples.javadraw.FollowURLTool.FollowURLTool",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,3,,,,0,2,1,,,4,,,,3,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.FollowURLTool.mouseMove",1,3,3,3,0.30,,,0,1,,0,,,,,1,1,3,3,3,,,5,,,3,8,5,1,4,4,,,,3,8,3,,,10,,,,3,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.FollowURLTool.mouseUp",3,4,4,4,0.21,,,2,1,,2,,,,,3,3,4,4,4,,,7,,,4,11,7,1,4,8,,,,3,11,4,,,14,,,,4,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.samples.javadraw.JavaDrawApp",16,21,20,20,0.04,85,91,,2,3,,1,3,3,3,,,,,,,,63,,,36,99,75,,,,,,,5,86,32,,,130,,,8,,169,,,,34,,8,0,0,68,16,,,,1,15,,,,2,1,,0,23,23,1,0,7,0,8,1,1,1,1
Public Constructor,"CH.ifa.draw.samples.javadraw.JavaDrawApp.JavaDrawApp",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,2,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Constructor,"CH.ifa.draw.samples.javadraw.JavaDrawApp.JavaDrawApp",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,2,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,8,,,5,13,10,0,1,3,,,,0,16,3,,,22,,,,1,23,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous Class,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu.(Anon_1)",1,1,1,1,0.00,0,0,,0,2,,1,1,1,1,,,,,,,,1,,,1,2,1,,,,,,,0,3,0,,,5,,,1,,5,,,,0,,0,0,0,1,1,,,,0,1,,,,0,0,,0,1,1,1,0,3,0,3,1,1,1,1
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu.(Anon_1).actionPerformed",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,2,0,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous Class,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu.(Anon_2)",1,1,1,1,0.00,0,0,,0,2,,1,1,1,1,,,,,,,,1,,,1,2,1,,,,,,,0,3,0,,,5,,,1,,5,,,,0,,0,0,0,1,1,,,,0,1,,,,0,0,,0,1,1,1,0,3,0,3,1,1,1,1
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu.(Anon_2).actionPerformed",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,2,0,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createDrawing",1,1,1,1,0.33,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,1,1,1,,,3,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createImagesMenu",1,3,3,3,0.00,,,0,2,,0,,,,,1,1,3,3,3,,,5,,,7,12,9,0,3,6,,,,0,10,6,,,13,,,,4,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createMenus",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,4,,,1,5,4,0,1,5,,,,0,4,1,,,6,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createSelectionTool",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,3,,,,0,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createTools",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,24,,,2,26,25,0,1,19,,,,0,25,2,,,27,,,,2,39,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createWindowMenu",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,4,,,4,8,6,0,1,3,,,,0,9,3,,,13,,,,1,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous Class,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createWindowMenu.(Anon_3)",1,1,1,1,0.00,0,0,,0,2,,1,1,1,1,,,,,,,,1,,,1,2,1,,,,,,,0,3,0,,,5,,,1,,5,,,,0,,0,0,0,1,1,,,,0,1,,,,0,0,,0,1,1,1,0,3,0,3,1,1,1,1
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.createWindowMenu.(Anon_3).actionPerformed",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,2,0,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.defaultSize",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.destroy",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,0,2,1,,,4,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.endAnimation",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,3,,,1,4,2,0,2,2,,,,0,3,1,,,6,,,,3,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.main",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,2,3,2,0,1,2,,,,0,2,2,,,4,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.open",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,2,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.openView",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,2,5,4,0,1,5,,,,0,4,2,,,6,,,,1,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApp.startAnimation",1,3,2,2,0.00,,,0,1,,0,,,,,0,1,3,2,2,,,3,,,1,4,2,0,2,5,,,,0,3,1,,,6,,,,2,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.samples.javadraw.JavaDrawApplet",7,11,10,10,0.04,35,57,,1,3,,1,3,2,2,,,,,,,,43,,,12,55,43,,,,,,,3,48,11,,,70,,,4,,97,,,,24,,3,0,0,41,7,,,,2,7,,,,0,0,,0,20,20,1,0,9,1,11,1,1,1,1
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApplet.createButtons",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,5,,,2,7,5,0,1,4,,,,0,8,1,,,12,,,,2,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous Class,"CH.ifa.draw.samples.javadraw.JavaDrawApplet.createButtons.(Anon_1)",1,1,1,1,0.00,0,0,,0,2,,1,1,1,1,,,,,,,,1,,,1,2,1,,,,,,,0,3,0,,,5,,,1,,5,,,,0,,0,0,0,1,1,,,,0,1,,,,0,0,,0,1,1,1,0,3,0,3,1,1,1,1
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApplet.createButtons.(Anon_1).actionPerformed",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,2,0,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApplet.createDrawing",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.JavaDrawApplet.createTools",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,24,,,2,26,25,0,1,19,,,,0,25,2,,,27,,,,2,39,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApplet.destroy",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,0,2,1,,,4,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApplet.endAnimation",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,4,,,1,5,3,0,2,3,,,,0,4,1,,,7,,,,4,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApplet.startAnimation",1,3,2,2,0.00,,,0,1,,0,,,,,0,1,3,2,2,,,4,,,1,5,3,0,2,6,,,,0,4,1,,,7,,,,3,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawApplet.toggleAnimation",1,2,2,2,0.00,,,0,1,,0,,,,,1,1,2,2,2,,,3,,,1,4,2,0,2,2,,,,0,4,1,,,6,,,,2,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.samples.javadraw.JavaDrawViewer",7,9,9,9,0.36,71,71,,1,2,,1,2,2,2,,,,,,,,17,,,16,33,23,,,,,,,15,23,16,,,42,,,6,,67,,,,10,,0,1,0,7,7,,,,4,7,,,,0,0,,0,8,8,2,2,5,0,7,1,1,1,1
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawViewer.drawing",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawViewer.init",1,2,2,2,0.00,,,0,1,,0,,,,,1,1,2,2,2,,,9,,,2,11,9,0,2,13,,,,0,11,2,,,13,,,,2,15,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.javadraw.JavaDrawViewer.loadDrawing",1,2,2,2,0.00,,,0,1,,0,,,,,1,1,2,2,2,,,5,,,4,9,7,0,2,8,,,,0,9,4,,,12,,,,3,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawViewer.selectionChanged",1,1,1,1,3.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,3,0,1,,,1,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawViewer.tool",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawViewer.toolDone",1,1,1,1,3.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,3,0,1,,,1,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.JavaDrawViewer.view",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,2,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.samples.javadraw.MySelectionTool",5,5,5,5,0.33,0,0,,2,3,,3,3,3,3,,,,,,,,7,,,5,12,6,,,,,,,6,8,5,,,18,,,2,,28,,,,4,,1,0,0,21,3,,,,0,3,,,,0,0,,0,2,2,1,1,5,0,6,1,1,1,1
Public Constructor,"CH.ifa.draw.samples.javadraw.MySelectionTool.MySelectionTool",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,2,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.javadraw.MySelectionTool.inspectFigure",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,2,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.MySelectionTool.mouseDown",3,3,3,3,0.30,,,2,2,,2,,,,,2,3,3,3,3,,,5,,,2,7,4,0,3,7,,,,3,6,2,,,10,,,,3,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.samples.javadraw.PatternPainter",3,5,5,5,0.38,33,33,,2,1,,1,3,3,3,,,,,,,,8,,,10,18,12,,,,,,,9,12,10,,,24,,,2,,38,,,,5,,0,1,0,3,3,,,,1,3,,,,0,0,,0,1,1,2,1,6,0,8,1,1,1,1
Public Constructor,"CH.ifa.draw.samples.javadraw.PatternPainter.PatternPainter",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,1,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.PatternPainter.draw",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,3,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.javadraw.PatternPainter.drawPattern",1,3,3,3,0.21,,,0,2,,0,,,,,0,1,3,3,3,,,6,,,6,12,9,0,3,4,,,,3,10,5,,,14,,,,6,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.samples.javadraw.URLTool",10,17,16,16,0.09,44,75,,1,2,,1,5,4,4,,,,,,,,30,,,19,49,31,,,,,,,6,37,18,,,69,,,5,,88,,,,13,,0,5,0,21,10,,,,2,10,,,,0,0,,0,4,4,1,0,6,0,6,1,1,1,1
Public Constructor,"CH.ifa.draw.samples.javadraw.URLTool.URLTool",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,3,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.javadraw.URLTool.beginEdit",1,5,4,4,0.00,,,0,1,,0,,,,,0,1,5,4,4,,,10,,,2,12,7,1,8,10,,,,0,13,1,,,19,,,,4,20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous Class,"CH.ifa.draw.samples.javadraw.URLTool.beginEdit.(Anon_1)",1,1,1,1,0.00,0,0,,0,2,,1,1,1,1,,,,,,,,1,,,1,2,1,,,,,,,0,3,0,,,5,,,1,,5,,,,0,,0,0,0,1,1,,,,0,1,,,,0,0,,0,1,1,1,0,3,0,3,1,1,1,1
Public Method,"CH.ifa.draw.samples.javadraw.URLTool.beginEdit.(Anon_1).actionPerformed",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,2,0,,,3,,,,1,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.URLTool.deactivate",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,0,2,1,,,4,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.URLTool.endAction",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,1,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.javadraw.URLTool.endEdit",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,4,,,1,5,3,0,2,4,,,,0,4,1,,,7,,,,6,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.javadraw.URLTool.fieldBounds",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,4,7,6,0,1,6,,,,0,6,4,,,8,,,,7,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.javadraw.URLTool.getURL",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,3,,,2,5,3,0,2,2,,,,0,4,2,,,6,,,,3,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.URLTool.mouseDown",1,2,2,2,0.00,,,0,1,,0,,,,,1,1,2,2,2,,,5,,,2,7,5,0,2,4,,,,0,5,2,,,10,,,,2,11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.javadraw.URLTool.mouseUp",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,0,0,1,,,2,,,,0,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.javadraw.URLTool.setURL",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,3,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Package,"CH.ifa.draw.samples.net",16,22,22,22,0.13,,,,2,,,1,3,3,3,,,,,,,,52,,,62,114,90,,,,,,,17,70,62,,,136,,,8,,183,,,,30,,1,6,1,,16,,,,2,15,,2,,1,1,2,,,,,0,6,0,7,1,1,1,1
Public Class,"CH.ifa.draw.samples.net.NetApp",3,3,3,3,0.06,0,0,,0,3,,1,1,1,1,,,,,,,,8,,,6,14,10,,,,,,,1,10,6,,,18,,,1,,26,,,,7,,1,0,1,55,3,,,,0,2,,,,0,1,,0,6,6,1,0,5,1,6,1,1,1,1
Constructor,"CH.ifa.draw.samples.net.NetApp.NetApp",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,1,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protected Method,"CH.ifa.draw.samples.net.NetApp.createTools",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,6,,,2,8,7,0,1,9,,,,0,7,2,,,9,,,,2,12,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.samples.net.NetApp.main",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,2,3,2,0,1,2,,,,0,2,2,,,4,,,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.samples.net.NodeFigure",13,19,19,19,0.09,53,76,,2,4,,1,3,3,3,,,,,,,,44,,,32,76,56,,,,,,,8,60,32,,,94,,,7,,116,,,,14,,0,6,0,98,13,,,,2,13,,,,1,0,,0,8,8,1,0,6,0,7,1,1,1,1
Public Constructor,"CH.ifa.draw.samples.net.NodeFigure.NodeFigure",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,3,,,,0,2,1,,,4,,,,1,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.net.NodeFigure.connectorAt",1,1,1,1,0.67,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,2,1,1,,,3,,,,2,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.net.NodeFigure.connectorVisibility",1,1,1,1,0.50,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,2,2,1,,,4,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.net.NodeFigure.connectors",1,2,2,2,0.40,,,0,1,,0,,,,,0,1,2,2,2,,,3,,,1,4,2,0,2,2,,,,2,3,1,,,5,,,,3,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.net.NodeFigure.containsPoint",1,2,2,2,0.11,,,0,1,,0,,,,,1,1,2,2,2,,,4,,,3,7,5,0,2,5,,,,1,6,3,,,9,,,,4,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.net.NodeFigure.createConnectors",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,5,,,1,6,5,0,1,7,,,,0,5,1,,,7,,,,3,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.net.NodeFigure.displayBox",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,3,5,4,0,1,3,,,,0,4,3,,,6,,,,3,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.net.NodeFigure.draw",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,1,4,3,0,1,3,,,,0,3,1,,,5,,,,1,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.net.NodeFigure.drawBorder",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,2,4,3,0,1,4,,,,0,3,2,,,5,,,,6,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.net.NodeFigure.drawConnectors",1,3,3,3,0.00,,,0,2,,0,,,,,0,1,3,3,3,,,3,,,2,5,2,0,3,5,,,,0,4,2,,,7,,,,3,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.net.NodeFigure.findConnector",1,3,3,3,0.07,,,0,2,,0,,,,,0,1,3,3,3,,,5,,,7,12,9,0,3,8,,,,1,11,7,,,15,,,,5,16,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.samples.net.NodeFigure.handles",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,9,,,3,12,11,0,1,13,,,,0,11,3,,,13,,,,0,14,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.samples.net.NodeFigure.initialize",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,2,5,4,0,1,3,,,,0,4,2,,,6,,,,2,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
