Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountDeclClass,CountDeclExecutableUnit,MaxCyclomatic,MaxCyclomaticStrict,MaxCyclomaticModified,MaxEssential,MaxNesting,SumCyclomatic,SumEssential
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.pointCount,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.setPointAt,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.splitSegment,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.start,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.startPoint,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.startPoint,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.ConnectionFigure.updateConnection,,,,,,,,,,,0,0,0
Public Interface,CH.ifa.draw.framework.Connector,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Connector.containsPoint,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Connector.displayBox,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Connector.draw,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Connector.findEnd,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Connector.findStart,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.Connector.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Connector.owner,,,,,,,,,,,0,0,0
Public Interface,CH.ifa.draw.framework.Drawing,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.add,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.addAll,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.addDrawingChangeListener,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.bringToFront,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.draw,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.drawingChangeListeners,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.figureInvalidated,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.figureRequestRemove,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.figureRequestUpdate,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.figures,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.figuresReverse,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.findFigure,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.findFigure,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.findFigure,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.findFigureInside,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.findFigureInsideWithout,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.findFigureWithout,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.Drawing.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.lock,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.orphan,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.orphanAll,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.release,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.remove,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.removeAll,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.removeDrawingChangeListener,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.replace,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.sendToBack,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Drawing.unlock,,,,,,,,,,,0,0,0
Public Class,CH.ifa.draw.framework.DrawingChangeEvent,1,1,1,1,,,1,1,1,1,0,3,3
Public Constructor,CH.ifa.draw.framework.DrawingChangeEvent.DrawingChangeEvent,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.framework.DrawingChangeEvent.getDrawing,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.framework.DrawingChangeEvent.getInvalidatedRectangle,,,,,,,,,,,0,1,1
File,CH.ifa.draw.framework.DrawingChangeEvent.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Interface,CH.ifa.draw.framework.DrawingChangeListener,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingChangeListener.drawingInvalidated,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingChangeListener.drawingRequestUpdate,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.DrawingChangeListener.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Interface,CH.ifa.draw.framework.DrawingEditor,0,0,0,0,,,0,0,0,0,0,0,0
Abstract Method,CH.ifa.draw.framework.DrawingEditor.drawing,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.DrawingEditor.html,0,0,0,0,0,0,0,,0,0,0,0,0
Abstract Method,CH.ifa.draw.framework.DrawingEditor.selectionChanged,,,,,,,,,,,0,0,0
Abstract Method,CH.ifa.draw.framework.DrawingEditor.showStatus,,,,,,,,,,,0,0,0
Abstract Method,CH.ifa.draw.framework.DrawingEditor.tool,,,,,,,,,,,0,0,0
Abstract Method,CH.ifa.draw.framework.DrawingEditor.toolDone,,,,,,,,,,,0,0,0
Abstract Method,CH.ifa.draw.framework.DrawingEditor.view,,,,,,,,,,,0,0,0
Public Interface,CH.ifa.draw.framework.DrawingView,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.add,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.addAll,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.addToSelection,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.addToSelectionAll,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.checkDamage,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.clearSelection,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.createImage,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.drawAll,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.drawBackground,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.drawDrawing,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.drawHandles,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.drawing,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.editor,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.findHandle,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.freezeView,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.getBackground,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.getConstrainer,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.getFigureSelection,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.getGraphics,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.getMinimumSize,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.getPreferredSize,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.getSize,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.DrawingView.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.lastClick,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.paint,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.remove,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.removeFromSelection,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.repairDamage,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.selection,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.selectionCount,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.selectionElements,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.selectionZOrdered,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.setBackground,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.setConstrainer,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.setCursor,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.setDisplayUpdate,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.setDrawing,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.setEditor,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.toggleSelection,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.tool,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.DrawingView.unfreezeView,,,,,,,,,,,0,0,0
Public Interface,CH.ifa.draw.framework.Figure,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.addFigureChangeListener,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.addToContainer,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.basicDisplayBox,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.canConnect,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.center,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.changed,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.clone,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.connectedTextLocator,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.connectionInsets,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.connectorAt,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.connectorVisibility,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.containsPoint,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.decompose,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.displayBox,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.displayBox,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.displayBox,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.draw,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.figures,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.findFigureInside,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.getAttribute,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.handles,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.Figure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.includes,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.invalidate,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.isEmpty,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.listener,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.moveBy,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.release,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.removeFigureChangeListener,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.removeFromContainer,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.setAttribute,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.size,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Figure.willChange,,,,,,,,,,,0,0,0
Public Class,CH.ifa.draw.framework.FigureChangeEvent,1,1,1,1,,,1,1,1,1,0,4,4
Public Constructor,CH.ifa.draw.framework.FigureChangeEvent.FigureChangeEvent,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.framework.FigureChangeEvent.FigureChangeEvent,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.framework.FigureChangeEvent.getFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.framework.FigureChangeEvent.getInvalidatedRectangle,,,,,,,,,,,0,1,1
File,CH.ifa.draw.framework.FigureChangeEvent.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Interface,CH.ifa.draw.framework.FigureChangeListener,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.FigureChangeListener.figureChanged,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.FigureChangeListener.figureInvalidated,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.FigureChangeListener.figureRemoved,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.FigureChangeListener.figureRequestRemove,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.FigureChangeListener.figureRequestUpdate,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.FigureChangeListener.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Interface,CH.ifa.draw.framework.FigureEnumeration,0,0,0,0,,,0,0,0,0,0,0,0
File,CH.ifa.draw.framework.FigureEnumeration.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.FigureEnumeration.nextFigure,,,,,,,,,,,0,0,0
Public Class,CH.ifa.draw.framework.FigureSelection,2,2,2,1,,,4,4,4,1,3,7,3
Public Constructor,CH.ifa.draw.framework.FigureSelection.FigureSelection,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.framework.FigureSelection.getData,,,,,,,,,,,3,4,1
Public Method,CH.ifa.draw.framework.FigureSelection.getType,,,,,,,,,,,0,1,1
File,CH.ifa.draw.framework.FigureSelection.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Class,CH.ifa.draw.framework.HJDError,1,1,1,1,,,1,1,1,1,0,1,1
Public Constructor,CH.ifa.draw.framework.HJDError.HJDError,,,,,,,,,,,0,1,1
File,CH.ifa.draw.framework.HJDError.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Interface,CH.ifa.draw.framework.Handle,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.containsPoint,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.displayBox,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.draw,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.Handle.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.invokeEnd,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.invokeEnd,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.invokeStart,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.invokeStart,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.invokeStep,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.invokeStep,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.locate,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Handle.owner,,,,,,,,,,,0,0,0
Public Interface,CH.ifa.draw.framework.Locator,0,0,0,0,,,0,0,0,0,0,0,0
File,CH.ifa.draw.framework.Locator.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Locator.locate,,,,,,,,,,,0,0,0
Public Interface,CH.ifa.draw.framework.Painter,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Painter.draw,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.Painter.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Interface,CH.ifa.draw.framework.PointConstrainer,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.PointConstrainer.constrainPoint,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.PointConstrainer.getStepX,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.PointConstrainer.getStepY,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.PointConstrainer.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Interface,CH.ifa.draw.framework.Tool,0,0,0,0,,,0,0,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Tool.activate,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Tool.deactivate,,,,,,,,,,,0,0,0
File,CH.ifa.draw.framework.Tool.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Tool.keyDown,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Tool.mouseDown,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Tool.mouseDrag,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Tool.mouseMove,,,,,,,,,,,0,0,0
Public Abstract Method,CH.ifa.draw.framework.Tool.mouseUp,,,,,,,,,,,0,0,0
Package,CH.ifa.draw.samples,0,0,0,0,0,,0,0,0,0,0,0,0
Package,CH.ifa.draw.samples.javadraw,1,1,1,1,15,,5,9,5,3,2,106,78
Public Class,CH.ifa.draw.samples.javadraw.AnimationDecorator,1,1,1,1,,,5,9,5,1,1,14,10
Public Constructor,CH.ifa.draw.samples.javadraw.AnimationDecorator.AnimationDecorator,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.samples.javadraw.AnimationDecorator.AnimationDecorator,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.AnimationDecorator.animationStep,,,,,,,,,,,1,5,1
Public Method,CH.ifa.draw.samples.javadraw.AnimationDecorator.basicDisplayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.AnimationDecorator.basicMoveBy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.AnimationDecorator.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.AnimationDecorator.read,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.AnimationDecorator.velocity,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.AnimationDecorator.velocity,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.AnimationDecorator.write,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.samples.javadraw.Animator,1,1,1,1,,,3,3,3,3,2,6,6
Public Constructor,CH.ifa.draw.samples.javadraw.Animator.Animator,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.Animator.end,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.Animator.run,,,,,,,,,,,2,3,3
Public Method,CH.ifa.draw.samples.javadraw.Animator.start,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.samples.javadraw.BouncingDrawing,2,2,2,1,,,2,2,2,1,1,8,4
Public Method,CH.ifa.draw.samples.javadraw.BouncingDrawing.add,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.javadraw.BouncingDrawing.animationStep,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.javadraw.BouncingDrawing.remove,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.javadraw.BouncingDrawing.replace,,,,,,,,,,,1,2,1
Class,CH.ifa.draw.samples.javadraw.FollowURLTool,2,2,2,1,,,4,4,4,3,1,8,5
Constructor,CH.ifa.draw.samples.javadraw.FollowURLTool.FollowURLTool,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.FollowURLTool.mouseMove,,,,,,,,,,,1,3,1
Public Method,CH.ifa.draw.samples.javadraw.FollowURLTool.mouseUp,,,,,,,,,,,1,4,3
Public Class,CH.ifa.draw.samples.javadraw.JavaDrawApp,1,1,1,1,,,3,3,3,1,2,20,16
Public Constructor,CH.ifa.draw.samples.javadraw.JavaDrawApp.JavaDrawApp,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.samples.javadraw.JavaDrawApp.JavaDrawApp,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu,,,,,,,,,,,0,1,1
Anonymous Class,CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu.(Anon_1),1,1,1,1,,,1,1,1,1,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu.(Anon_1).actionPerformed,,,,,,,,,,,0,1,1
Anonymous Class,CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu.(Anon_2),1,1,1,1,,,1,1,1,1,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu.(Anon_2).actionPerformed,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createDrawing,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createImagesMenu,,,,,,,,,,,2,3,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createMenus,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createSelectionTool,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createTools,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createWindowMenu,,,,,,,,,,,0,1,1
Anonymous Class,CH.ifa.draw.samples.javadraw.JavaDrawApp.createWindowMenu.(Anon_3),1,1,1,1,,,1,1,1,1,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.createWindowMenu.(Anon_3).actionPerformed,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.defaultSize,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.destroy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.endAnimation,,,,,,,,,,,1,2,1
Public Static Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.main,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.open,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.openView,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApp.startAnimation,,,,,,,,,,,1,2,1
Public Class,CH.ifa.draw.samples.javadraw.JavaDrawApplet,1,1,1,1,,,2,3,2,1,1,10,7
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApplet.createButtons,,,,,,,,,,,0,1,1
Anonymous Class,CH.ifa.draw.samples.javadraw.JavaDrawApplet.createButtons.(Anon_1),1,1,1,1,,,1,1,1,1,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApplet.createButtons.(Anon_1).actionPerformed,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApplet.createDrawing,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.JavaDrawApplet.createTools,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApplet.destroy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApplet.endAnimation,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApplet.startAnimation,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawApplet.toggleAnimation,,,,,,,,,,,1,2,1
Public Class,CH.ifa.draw.samples.javadraw.JavaDrawViewer,1,1,1,1,,,2,2,2,1,1,9,7
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawViewer.drawing,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawViewer.init,,,,,,,,,,,1,2,1
Private Method,CH.ifa.draw.samples.javadraw.JavaDrawViewer.loadDrawing,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawViewer.selectionChanged,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawViewer.tool,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawViewer.toolDone,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.JavaDrawViewer.view,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.samples.javadraw.MySelectionTool,1,1,1,1,,,3,3,3,3,2,5,5
Public Constructor,CH.ifa.draw.samples.javadraw.MySelectionTool.MySelectionTool,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.javadraw.MySelectionTool.inspectFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.MySelectionTool.mouseDown,,,,,,,,,,,2,3,3
Public Class,CH.ifa.draw.samples.javadraw.PatternPainter,1,1,1,1,,,3,3,3,1,2,5,3
Public Constructor,CH.ifa.draw.samples.javadraw.PatternPainter.PatternPainter,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.PatternPainter.draw,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.javadraw.PatternPainter.drawPattern,,,,,,,,,,,2,3,1
Public Class,CH.ifa.draw.samples.javadraw.URLTool,1,1,1,1,,,4,5,4,1,1,16,10
Public Constructor,CH.ifa.draw.samples.javadraw.URLTool.URLTool,,,,,,,,,,,0,1,1
